    Jan-Mar_2022_____________ L-OTI(^S^o^N^C) Anomaly vs 1951-1980              
   i   j     lon     lat    array(i,j)
 140  15   99.00  -61.00        0.2605
 141  15  101.00  -61.00        0.2358
 142  15  103.00  -61.00        0.2150
 143  15  105.00  -61.00        0.1525
 144  15  107.00  -61.00        0.1525
 145  15  109.00  -61.00        0.1174
 146  15  111.00  -61.00        0.1174
 147  15  113.00  -61.00        0.1005
 148  15  115.00  -61.00        0.0949
 149  15  117.00  -61.00        0.0978
 150  15  119.00  -61.00        0.1008
 151  15  121.00  -61.00        0.0731
 152  15  123.00  -61.00       -0.0099
 153  15  125.00  -61.00       -0.0099
 154  15  127.00  -61.00       -0.0641
 155  15  129.00  -61.00       -0.0641
 156  15  131.00  -61.00       -0.1087
 157  15  133.00  -61.00       -0.1236
 158  15  135.00  -61.00       -0.1515
 159  15  137.00  -61.00       -0.1794
 160  15  139.00  -61.00       -0.2073
 161  15  141.00  -61.00       -0.2908
 162  15  143.00  -61.00       -0.2908
 163  15  145.00  -61.00       -0.3236
 164  15  147.00  -61.00       -0.3236
 165  15  149.00  -61.00       -0.3092
 166  15  151.00  -61.00       -0.3044
 167  15  153.00  -61.00       -0.2646
 168  15  155.00  -61.00       -0.2247
 169  15  157.00  -61.00       -0.2243
 170  15  159.00  -61.00       -0.2229
 171  15  161.00  -61.00       -0.2229
 172  15  163.00  -61.00       -0.2182
 173  15  165.00  -61.00       -0.2182
 174  15  167.00  -61.00       -0.1810
 175  15  169.00  -61.00       -0.1686
 176  15  171.00  -61.00       -0.1564
 177  15  173.00  -61.00       -0.1442
 178  15  175.00  -61.00       -0.1390
 179  15  177.00  -61.00       -0.1232
 180  15  179.00  -61.00       -0.1232
   1  16 -179.00  -59.00       -0.0147
   2  16 -177.00  -59.00       -0.0147
   3  16 -175.00  -59.00       -0.0589
   4  16 -173.00  -59.00       -0.0736
   5  16 -171.00  -59.00       -0.1006
   6  16 -169.00  -59.00       -0.1277
   7  16 -167.00  -59.00       -0.1467
   8  16 -165.00  -59.00       -0.2037
   9  16 -163.00  -59.00       -0.2037
  10  16 -161.00  -59.00       -0.3492
  11  16 -159.00  -59.00       -0.3492
  12  16 -157.00  -59.00       -0.4042
  13  16 -155.00  -59.00       -0.4225
  14  16 -153.00  -59.00       -0.4550
  15  16 -151.00  -59.00       -0.4876
  16  16 -149.00  -59.00       -0.4854
  17  16 -147.00  -59.00       -0.4789
  18  16 -145.00  -59.00       -0.4789
  19  16 -143.00  -59.00       -0.4715
  20  16 -141.00  -59.00       -0.4715
  21  16 -139.00  -59.00       -0.4646
  22  16 -137.00  -59.00       -0.4622
  23  16 -135.00  -59.00       -0.4451
  24  16 -133.00  -59.00       -0.4279
  25  16 -131.00  -59.00       -0.4212
  26  16 -129.00  -59.00       -0.4010
  27  16 -127.00  -59.00       -0.4010
  28  16 -125.00  -59.00       -0.3808
  29  16 -123.00  -59.00       -0.3808
  30  16 -121.00  -59.00       -0.3875
  31  16 -119.00  -59.00       -0.3897
  32  16 -117.00  -59.00       -0.3589
  33  16 -115.00  -59.00       -0.3281
  34  16 -113.00  -59.00       -0.3167
  35  16 -111.00  -59.00       -0.2823
  36  16 -109.00  -59.00       -0.2823
  37  16 -107.00  -59.00       -0.2894
  38  16 -105.00  -59.00       -0.2894
  39  16 -103.00  -59.00       -0.2695
  40  16 -101.00  -59.00       -0.2628
  41  16  -99.00  -59.00       -0.2338
  42  16  -97.00  -59.00       -0.2047
  43  16  -95.00  -59.00       -0.1994
  44  16  -93.00  -59.00       -0.1834
  45  16  -91.00  -59.00       -0.1834
  46  16  -89.00  -59.00       -0.2817
  47  16  -87.00  -59.00       -0.2817
  48  16  -85.00  -59.00       -0.3125
  49  16  -83.00  -59.00       -0.3228
  50  16  -81.00  -59.00       -0.3268
  51  16  -79.00  -59.00       -0.3308
  52  16  -77.00  -59.00       -0.3479
  53  16  -75.00  -59.00       -0.3990
  54  16  -73.00  -59.00       -0.3990
  55  16  -71.00  -59.00       -0.4012
  56  16  -69.00  -59.00       -0.4012
  57  16  -67.00  -59.00       -0.3323
  58  16  -65.00  -59.00       -0.3093
  59  16  -63.00  -59.00       -0.1918
  60  16  -61.00  -59.00       -0.0742
  61  16  -59.00  -59.00       -0.0423
  62  16  -57.00  -59.00        0.0535
  63  16  -55.00  -59.00        0.0535
  64  16  -53.00  -59.00        0.2363
  65  16  -51.00  -59.00        0.2363
  66  16  -49.00  -59.00        0.5804
  67  16  -47.00  -59.00        0.6951
  68  16  -45.00  -59.00        0.5769
  69  16  -43.00  -59.00        0.4588
  70  16  -41.00  -59.00        0.4463
  71  16  -39.00  -59.00        0.4089
  72  16  -37.00  -59.00        0.4089
  73  16  -35.00  -59.00        0.3603
  74  16  -33.00  -59.00        0.3603
  75  16  -31.00  -59.00        0.3611
  76  16  -29.00  -59.00        0.3614
  77  16  -27.00  -59.00        0.3729
  78  16  -25.00  -59.00        0.3845
  79  16  -23.00  -59.00        0.3654
  80  16  -21.00  -59.00        0.3078
  81  16  -19.00  -59.00        0.3078
  82  16  -17.00  -59.00        0.2817
  83  16  -15.00  -59.00        0.2817
  84  16  -13.00  -59.00        0.2685
  85  16  -11.00  -59.00        0.2642
  86  16   -9.00  -59.00        0.2317
  87  16   -7.00  -59.00        0.1993
  88  16   -5.00  -59.00        0.1820
  89  16   -3.00  -59.00        0.1299
  90  16   -1.00  -59.00        0.1299
  91  16    1.00  -59.00        0.1618
  92  16    3.00  -59.00        0.1618
  93  16    5.00  -59.00        0.1989
  94  16    7.00  -59.00        0.2113
  95  16    9.00  -59.00        0.2145
  96  16   11.00  -59.00        0.2177
  97  16   13.00  -59.00        0.2065
  98  16   15.00  -59.00        0.1729
  99  16   17.00  -59.00        0.1729
 100  16   19.00  -59.00        0.1356
 101  16   21.00  -59.00        0.1356
 102  16   23.00  -59.00        0.1183
 103  16   25.00  -59.00        0.1126
 104  16   27.00  -59.00        0.1062
 105  16   29.00  -59.00        0.0998
 106  16   31.00  -59.00        0.0995
 107  16   33.00  -59.00        0.0984
 108  16   35.00  -59.00        0.0984
 109  16   37.00  -59.00        0.1075
 110  16   39.00  -59.00        0.1075
 111  16   41.00  -59.00        0.1172
 112  16   43.00  -59.00        0.1204
 113  16   45.00  -59.00        0.1338
 114  16   47.00  -59.00        0.1471
 115  16   49.00  -59.00        0.1553
 116  16   51.00  -59.00        0.1796
 117  16   53.00  -59.00        0.1796
 118  16   55.00  -59.00        0.1737
 119  16   57.00  -59.00        0.1737
 120  16   59.00  -59.00        0.1444
 121  16   61.00  -59.00        0.1346
 122  16   63.00  -59.00        0.0896
 123  16   65.00  -59.00        0.0446
 124  16   67.00  -59.00        0.0378
 125  16   69.00  -59.00        0.0171
 126  16   71.00  -59.00        0.0171
 127  16   73.00  -59.00        0.0773
 128  16   75.00  -59.00        0.0773
 129  16   77.00  -59.00        0.1175
 130  16   79.00  -59.00        0.1309
 131  16   81.00  -59.00        0.1455
 132  16   83.00  -59.00        0.1602
 133  16   85.00  -59.00        0.1603
 134  16   87.00  -59.00        0.1607
 135  16   89.00  -59.00        0.1607
 136  16   91.00  -59.00        0.2268
 137  16   93.00  -59.00        0.2268
 138  16   95.00  -59.00        0.2707
 139  16   97.00  -59.00        0.2853
 140  16   99.00  -59.00        0.2843
 141  16  101.00  -59.00        0.2833
 142  16  103.00  -59.00        0.2648
 143  16  105.00  -59.00        0.2091
 144  16  107.00  -59.00        0.2091
 145  16  109.00  -59.00        0.1577
 146  16  111.00  -59.00        0.1577
 147  16  113.00  -59.00        0.1479
 148  16  115.00  -59.00        0.1447
 149  16  117.00  -59.00        0.1352
 150  16  119.00  -59.00        0.1258
 151  16  121.00  -59.00        0.0977
 152  16  123.00  -59.00        0.0136
 153  16  125.00  -59.00        0.0136
 154  16  127.00  -59.00       -0.0817
 155  16  129.00  -59.00       -0.0817
 156  16  131.00  -59.00       -0.1177
 157  16  133.00  -59.00       -0.1297
 158  16  135.00  -59.00       -0.1650
 159  16  137.00  -59.00       -0.2003
 160  16  139.00  -59.00       -0.2277
 161  16  141.00  -59.00       -0.3098
 162  16  143.00  -59.00       -0.3098
 163  16  145.00  -59.00       -0.3265
 164  16  147.00  -59.00       -0.3265
 165  16  149.00  -59.00       -0.2896
 166  16  151.00  -59.00       -0.2774
 167  16  153.00  -59.00       -0.2293
 168  16  155.00  -59.00       -0.1811
 169  16  157.00  -59.00       -0.1804
 170  16  159.00  -59.00       -0.1781
 171  16  161.00  -59.00       -0.1781
 172  16  163.00  -59.00       -0.1694
 173  16  165.00  -59.00       -0.1694
 174  16  167.00  -59.00       -0.1033
 175  16  169.00  -59.00       -0.0813
 176  16  171.00  -59.00       -0.0644
 177  16  173.00  -59.00       -0.0474
 178  16  175.00  -59.00       -0.0413
 179  16  177.00  -59.00       -0.0229
 180  16  179.00  -59.00       -0.0229
   1  17 -179.00  -57.00        0.1118
   2  17 -177.00  -57.00        0.1118
   3  17 -175.00  -57.00        0.0360
   4  17 -173.00  -57.00        0.0108
   5  17 -171.00  -57.00       -0.0246
   6  17 -169.00  -57.00       -0.0599
   7  17 -167.00  -57.00       -0.0837
   8  17 -165.00  -57.00       -0.1550
   9  17 -163.00  -57.00       -0.1550
  10  17 -161.00  -57.00       -0.3033
  11  17 -159.00  -57.00       -0.3033
  12  17 -157.00  -57.00       -0.3602
  13  17 -155.00  -57.00       -0.3792
  14  17 -153.00  -57.00       -0.4160
  15  17 -151.00  -57.00       -0.4529
  16  17 -149.00  -57.00       -0.4517
  17  17 -147.00  -57.00       -0.4482
  18  17 -145.00  -57.00       -0.4482
  19  17 -143.00  -57.00       -0.3773
  20  17 -141.00  -57.00       -0.3773
  21  17 -139.00  -57.00       -0.3424
  22  17 -137.00  -57.00       -0.3307
  23  17 -135.00  -57.00       -0.3246
  24  17 -133.00  -57.00       -0.3184
  25  17 -131.00  -57.00       -0.3154
  26  17 -129.00  -57.00       -0.3063
  27  17 -127.00  -57.00       -0.3063
  28  17 -125.00  -57.00       -0.2893
  29  17 -123.00  -57.00       -0.2893
  30  17 -121.00  -57.00       -0.3067
  31  17 -119.00  -57.00       -0.3125
  32  17 -117.00  -57.00       -0.2861
  33  17 -115.00  -57.00       -0.2596
  34  17 -113.00  -57.00       -0.2427
  35  17 -111.00  -57.00       -0.1921
  36  17 -109.00  -57.00       -0.1921
  37  17 -107.00  -57.00       -0.1798
  38  17 -105.00  -57.00       -0.1798
  39  17 -103.00  -57.00       -0.1484
  40  17 -101.00  -57.00       -0.1380
  41  17  -99.00  -57.00       -0.1119
  42  17  -97.00  -57.00       -0.0858
  43  17  -95.00  -57.00       -0.1025
  44  17  -93.00  -57.00       -0.1523
  45  17  -91.00  -57.00       -0.1523
  46  17  -89.00  -57.00       -0.3135
  47  17  -87.00  -57.00       -0.3135
  48  17  -85.00  -57.00       -0.3739
  49  17  -83.00  -57.00       -0.3940
  50  17  -81.00  -57.00       -0.4180
  51  17  -79.00  -57.00       -0.4420
  52  17  -77.00  -57.00       -0.4639
  53  17  -75.00  -57.00       -0.5295
  54  17  -73.00  -57.00       -0.5295
  55  17  -71.00  -57.00       -0.5042
  56  17  -69.00  -57.00       -0.5042
  57  17  -67.00  -57.00       -0.4028
  58  17  -65.00  -57.00       -0.3690
  59  17  -63.00  -57.00       -0.2307
  60  17  -61.00  -57.00       -0.0924
  61  17  -59.00  -57.00       -0.0596
  62  17  -57.00  -57.00        0.0389
  63  17  -55.00  -57.00        0.0389
  64  17  -53.00  -57.00        0.2302
  65  17  -51.00  -57.00        0.2302
  66  17  -49.00  -57.00        0.4285
  67  17  -47.00  -57.00        0.4945
  68  17  -45.00  -57.00        0.5436
  69  17  -43.00  -57.00        0.5927
  70  17  -41.00  -57.00        0.5719
  71  17  -39.00  -57.00        0.5098
  72  17  -37.00  -57.00        0.5098
  73  17  -35.00  -57.00        0.4474
  74  17  -33.00  -57.00        0.4474
  75  17  -31.00  -57.00        0.4721
  76  17  -29.00  -57.00        0.4804
  77  17  -27.00  -57.00        0.5015
  78  17  -25.00  -57.00        0.5227
  79  17  -23.00  -57.00        0.5027
  80  17  -21.00  -57.00        0.4429
  81  17  -19.00  -57.00        0.4429
  82  17  -17.00  -57.00        0.4126
  83  17  -15.00  -57.00        0.4126
  84  17  -13.00  -57.00        0.3777
  85  17  -11.00  -57.00        0.3661
  86  17   -9.00  -57.00        0.3392
  87  17   -7.00  -57.00        0.3123
  88  17   -5.00  -57.00        0.2958
  89  17   -3.00  -57.00        0.2464
  90  17   -1.00  -57.00        0.2464
  91  17    1.00  -57.00        0.2536
  92  17    3.00  -57.00        0.2536
  93  17    5.00  -57.00        0.2665
  94  17    7.00  -57.00        0.2708
  95  17    9.00  -57.00        0.2846
  96  17   11.00  -57.00        0.2985
  97  17   13.00  -57.00        0.2956
  98  17   15.00  -57.00        0.2869
  99  17   17.00  -57.00        0.2869
 100  17   19.00  -57.00        0.2807
 101  17   21.00  -57.00        0.2807
 102  17   23.00  -57.00        0.2582
 103  17   25.00  -57.00        0.2508
 104  17   27.00  -57.00        0.2508
 105  17   29.00  -57.00        0.2508
 106  17   31.00  -57.00        0.2469
 107  17   33.00  -57.00        0.2354
 108  17   35.00  -57.00        0.2354
 109  17   37.00  -57.00        0.2257
 110  17   39.00  -57.00        0.2257
 111  17   41.00  -57.00        0.2102
 112  17   43.00  -57.00        0.2050
 113  17   45.00  -57.00        0.2101
 114  17   47.00  -57.00        0.2152
 115  17   49.00  -57.00        0.2200
 116  17   51.00  -57.00        0.2345
 117  17   53.00  -57.00        0.2345
 118  17   55.00  -57.00        0.2249
 119  17   57.00  -57.00        0.2249
 120  17   59.00  -57.00        0.1959
 121  17   61.00  -57.00        0.1863
 122  17   63.00  -57.00        0.1413
 123  17   65.00  -57.00        0.0963
 124  17   67.00  -57.00        0.0816
 125  17   69.00  -57.00        0.0375
 126  17   71.00  -57.00        0.0375
 127  17   73.00  -57.00        0.0725
 128  17   75.00  -57.00        0.0725
 129  17   77.00  -57.00        0.1382
 130  17   79.00  -57.00        0.1601
 131  17   81.00  -57.00        0.1853
 132  17   83.00  -57.00        0.2105
 133  17   85.00  -57.00        0.2070
 134  17   87.00  -57.00        0.1966
 135  17   89.00  -57.00        0.1966
 136  17   91.00  -57.00        0.2404
 137  17   93.00  -57.00        0.2404
 138  17   95.00  -57.00        0.2903
 139  17   97.00  -57.00        0.3069
 140  17   99.00  -57.00        0.3187
 141  17  101.00  -57.00        0.3305
 142  17  103.00  -57.00        0.3184
 143  17  105.00  -57.00        0.2821
 144  17  107.00  -57.00        0.2821
 145  17  109.00  -57.00        0.2416
 146  17  111.00  -57.00        0.2416
 147  17  113.00  -57.00        0.2402
 148  17  115.00  -57.00        0.2398
 149  17  117.00  -57.00        0.2283
 150  17  119.00  -57.00        0.2168
 151  17  121.00  -57.00        0.1928
 152  17  123.00  -57.00        0.1207
 153  17  125.00  -57.00        0.1207
 154  17  127.00  -57.00        0.0184
 155  17  129.00  -57.00        0.0184
 156  17  131.00  -57.00       -0.0125
 157  17  133.00  -57.00       -0.0228
 158  17  135.00  -57.00       -0.0681
 159  17  137.00  -57.00       -0.1134
 160  17  139.00  -57.00       -0.1379
 161  17  141.00  -57.00       -0.2113
 162  17  143.00  -57.00       -0.2113
 163  17  145.00  -57.00       -0.2005
 164  17  147.00  -57.00       -0.2005
 165  17  149.00  -57.00       -0.1332
 166  17  151.00  -57.00       -0.1107
 167  17  153.00  -57.00       -0.0442
 168  17  155.00  -57.00        0.0222
 169  17  157.00  -57.00        0.0195
 170  17  159.00  -57.00        0.0112
 171  17  161.00  -57.00        0.0112
 172  17  163.00  -57.00        0.0004
 173  17  165.00  -57.00        0.0004
 174  17  167.00  -57.00        0.0671
 175  17  169.00  -57.00        0.0894
 176  17  171.00  -57.00        0.1071
 177  17  173.00  -57.00        0.1248
 178  17  175.00  -57.00        0.1259
 179  17  177.00  -57.00        0.1292
 180  17  179.00  -57.00        0.1292
   1  18 -179.00  -55.00        0.2255
   2  18 -177.00  -55.00        0.2255
   3  18 -175.00  -55.00        0.1393
   4  18 -173.00  -55.00        0.1106
   5  18 -171.00  -55.00        0.0544
   6  18 -169.00  -55.00       -0.0018
   7  18 -167.00  -55.00       -0.0278
   8  18 -165.00  -55.00       -0.1058
   9  18 -163.00  -55.00       -0.1058
  10  18 -161.00  -55.00       -0.2417
  11  18 -159.00  -55.00       -0.2417
  12  18 -157.00  -55.00       -0.2759
  13  18 -155.00  -55.00       -0.2873
  14  18 -153.00  -55.00       -0.3262
  15  18 -151.00  -55.00       -0.3652
  16  18 -149.00  -55.00       -0.3689
  17  18 -147.00  -55.00       -0.3801
  18  18 -145.00  -55.00       -0.3801
  19  18 -143.00  -55.00       -0.2588
  20  18 -141.00  -55.00       -0.2588
  21  18 -139.00  -55.00       -0.1921
  22  18 -137.00  -55.00       -0.1699
  23  18 -135.00  -55.00       -0.1843
  24  18 -133.00  -55.00       -0.1987
  25  18 -131.00  -55.00       -0.2012
  26  18 -129.00  -55.00       -0.2089
  27  18 -127.00  -55.00       -0.2089
  28  18 -125.00  -55.00       -0.2003
  29  18 -123.00  -55.00       -0.2003
  30  18 -121.00  -55.00       -0.2295
  31  18 -119.00  -55.00       -0.2392
  32  18 -117.00  -55.00       -0.2150
  33  18 -115.00  -55.00       -0.1907
  34  18 -113.00  -55.00       -0.1679
  35  18 -111.00  -55.00       -0.0993
  36  18 -109.00  -55.00       -0.0993
  37  18 -107.00  -55.00       -0.0734
  38  18 -105.00  -55.00       -0.0734
  39  18 -103.00  -55.00       -0.0448
  40  18 -101.00  -55.00       -0.0353
  41  18  -99.00  -55.00       -0.0228
  42  18  -97.00  -55.00       -0.0103
  43  18  -95.00  -55.00       -0.0396
  44  18  -93.00  -55.00       -0.1275
  45  18  -91.00  -55.00       -0.1275
  46  18  -89.00  -55.00       -0.3382
  47  18  -87.00  -55.00       -0.3382
  48  18  -85.00  -55.00       -0.4438
  49  18  -83.00  -55.00       -0.4791
  50  18  -81.00  -55.00       -0.5218
  51  18  -79.00  -55.00       -0.5646
  52  18  -77.00  -55.00       -0.5827
  53  18  -75.00  -55.00       -0.6369
  54  18  -73.00  -55.00       -0.6369
  55  18  -71.00  -55.00       -0.1531
  56  18  -69.00  -55.00       -0.1531
